rule_id,bt_id,business_term_name,business_unit,table_name,target_column,execution_column,dq_dimension,rule_type,source_row,record_identifier,failed_value,failure_reason
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4389,FIN-0004388,invalid-email-4387,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4433,FIN-0004432,invalid-email-4431,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4479,FIN-0004478,invalid-email-4477,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4543,FIN-0004542,invalid-email-4541,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4607,FIN-0004606,invalid-email-4605,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4646,FIN-0004645,invalid-email-4644,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4679,FIN-0004678,invalid-email-4677,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4682,FIN-0004681,invalid-email-4680,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4753,FIN-0004752,invalid-email-4751,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4785,FIN-0004784,invalid-email-4783,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4955,FIN-0004954,invalid-email-4953,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,4957,FIN-0004956,invalid-email-4955,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5075,FIN-0005074,invalid-email-5073,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5128,FIN-0005127,invalid-email-5126,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5204,FIN-0005203,invalid-email-5202,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5212,FIN-0005211,invalid-email-5210,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5261,FIN-0005260,invalid-email-5259,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5264,FIN-0005263,invalid-email-5262,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5311,FIN-0005310,invalid-email-5309,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5343,FIN-0005342,invalid-email-5341,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5393,FIN-0005392,invalid-email-5391,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5489,FIN-0005488,invalid-email-5487,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5510,FIN-0005509,invalid-email-5508,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5527,FIN-0005526,invalid-email-5525,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5672,FIN-0005671,invalid-email-5670,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5707,FIN-0005706,invalid-email-5705,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5713,FIN-0005712,invalid-email-5711,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5729,FIN-0005728,invalid-email-5727,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5875,FIN-0005874,invalid-email-5873,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5905,FIN-0005904,invalid-email-5903,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,5918,FIN-0005917,invalid-email-5916,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6018,FIN-0006017,invalid-email-6016,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6197,FIN-0006196,invalid-email-6195,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6256,FIN-0006255,invalid-email-6254,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6430,FIN-0006429,invalid-email-6428,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6525,FIN-0006524,invalid-email-6523,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6534,FIN-0006533,invalid-email-6532,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6550,FIN-0006549,invalid-email-6548,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6602,FIN-0006601,invalid-email-6600,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6659,FIN-0006658,invalid-email-6657,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6688,FIN-0006687,invalid-email-6686,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6750,FIN-0006749,invalid-email-6748,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6853,FIN-0006852,invalid-email-6851,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6863,FIN-0006862,invalid-email-6861,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,6895,FIN-0006893,invalid-email-6893,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7001,FIN-0007000,invalid-email-6999,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7013,FIN-0007012,invalid-email-7011,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7027,FIN-0007026,invalid-email-7025,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7114,FIN-0007113,invalid-email-7112,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7126,FIN-0007125,invalid-email-7124,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7185,FIN-0007184,invalid-email-7183,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7348,FIN-0007347,invalid-email-7346,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7377,FIN-0007376,invalid-email-7375,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7495,FIN-0007494,invalid-email-7493,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7536,FIN-0007535,invalid-email-7534,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7640,FIN-0007639,invalid-email-7638,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7715,FIN-0007714,invalid-email-7713,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7791,FIN-0007790,invalid-email-7789,Email does not use the approved domain.
DQ-00051,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,record_owner_email,Accuracy,corporate_email_domain,7822,FIN-0007821,invalid-email-7820,Email does not use the approved domain.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,6,FIN-0000005,2024-08-16 05:39:38.140000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,7,FIN-0000006,2025-03-18 05:39:38.131000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,32,FIN-0000031,2024-12-05 05:39:38.142000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,34,FIN-0000033,2024-06-03 05:39:38.144000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,42,FIN-0000041,2024-03-29 05:39:38.150000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,51,FIN-0000050,2024-12-31 05:39:38.139000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,99,FIN-0000098,2024-07-17 05:39:38.150000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,101,FIN-0000100,2024-04-08 05:39:38.151000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,120,FIN-0000119,2025-05-23 05:39:38.147000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,153,FIN-0000152,2024-11-30 05:39:38.129000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,164,FIN-0000163,2024-06-30 05:39:38.133000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,253,FIN-0000252,2025-05-30 05:39:38.155000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,363,FIN-0000362,2025-03-26 05:39:38.135000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,377,FIN-0000376,2024-07-04 05:39:38.146000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,386,FIN-0000385,2025-04-14 05:39:38.153000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,398,FIN-0000397,2025-05-12 05:39:38.137000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,405,FIN-0000404,2025-03-30 05:39:38.139000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,424,FIN-0000423,2024-09-29 05:39:38.136000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,425,FIN-0000424,2024-12-02 05:39:38.134000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,428,FIN-0000427,2024-05-02 05:39:38.136000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,437,FIN-0000436,2024-05-02 05:39:38.143000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,454,FIN-0000453,2024-08-29 05:39:38.153000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,461,FIN-0000460,2024-09-10 05:39:38.148000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,505,FIN-0000504,2025-05-30 05:39:38.143000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,518,FIN-0000517,2024-04-21 05:39:38.146000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,526,FIN-0000525,2024-06-17 05:39:38.141000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,551,FIN-0000550,2024-07-19 05:39:38.135000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,595,FIN-0000594,2024-09-06 05:39:38.131000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,604,FIN-0000603,2025-05-22 05:39:38.145000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,610,FIN-0000609,2024-03-25 05:39:38.147000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,628,FIN-0000627,2025-04-29 05:39:38.135000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,630,FIN-0000629,2024-02-27 05:39:38.134000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,669,FIN-0000668,2024-04-21 05:39:38.133000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,675,FIN-0000674,2024-08-08 05:39:38.135000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,680,FIN-0000679,2025-01-19 05:39:38.146000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,754,FIN-0000753,2024-04-08 05:39:38.132000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,812,FIN-0000811,2024-10-29 05:39:38.127000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,861,FIN-0000860,2024-07-30 05:39:38.133000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,867,FIN-0000866,2024-10-24 05:39:38.130000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,955,FIN-0000954,2024-08-16 05:39:38.130000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,958,FIN-0000957,2024-12-15 05:39:38.127000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,968,FIN-0000967,2025-03-22 05:39:38.148000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,980,FIN-0000979,2025-06-05 05:39:38.128000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1006,FIN-0001005,2025-02-08 05:39:38.131000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1013,FIN-0001012,2024-07-09 05:39:38.144000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1019,FIN-0001018,2025-04-15 05:39:38.154000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1023,FIN-0001022,2025-04-15 05:39:38.148000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1065,FIN-0001064,2024-03-06 05:39:38.136000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1072,FIN-0001071,2025-03-06 05:39:38.146000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1124,FIN-0001123,2025-03-19 05:39:38.153000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1147,FIN-0001146,2024-02-10 05:39:38.153000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1151,FIN-0001150,2024-11-02 05:39:38.145000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1159,FIN-0001158,2024-10-22 05:39:38.144000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1175,FIN-0001174,2025-05-31 05:39:38.135000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1209,FIN-0001208,2024-09-22 05:39:38.127000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1244,FIN-0001243,2025-02-02 05:39:38.142000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1311,FIN-0001310,2024-12-05 05:39:38.143000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1340,FIN-0001339,2024-09-06 05:39:38.150000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1344,FIN-0001343,2025-06-13 05:39:38.128000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1388,FIN-0001387,2024-05-03 05:39:38.153000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1411,FIN-0001410,2024-06-28 05:39:38.148000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1470,FIN-0001469,2025-01-07 05:39:38.137000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1488,FIN-0001487,2024-04-20 05:39:38.144000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1498,FIN-0001497,2024-07-08 05:39:38.137000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1515,FIN-0001514,2024-08-30 05:39:38.154000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1522,FIN-0001521,2025-06-05 05:39:38.144000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1573,FIN-0001572,2024-10-28 05:39:38.138000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1595,FIN-0001594,2025-06-03 05:39:38.156000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1630,FIN-0001629,2024-03-15 05:39:38.132000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1641,FIN-0001640,2024-08-12 05:39:38.154000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1643,FIN-0001642,2024-06-06 05:39:38.154000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1681,FIN-0001680,2024-03-27 05:39:38.155000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1698,FIN-0001697,2025-06-01 05:39:38.147000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1707,FIN-0001706,2024-09-29 05:39:38.149000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1715,FIN-0001714,2025-01-08 05:39:38.141000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1718,FIN-0001717,2024-10-24 05:39:38.148000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1727,FIN-0001726,2025-02-10 05:39:38.156000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1730,FIN-0001729,2025-06-19 05:39:38.150000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1754,FIN-0001753,2024-03-01 05:39:38.139000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1760,FIN-0001759,2024-03-20 05:39:38.130000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1784,FIN-0001783,2025-01-16 05:39:38.148000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1798,FIN-0001797,2025-04-18 05:39:38.155000,Record is stale or has no valid update timestamp.
DQ-00054,BT-0002,Record Owner Email,FIN,financial_transactions,record_owner_email,last_updated,Timeliness,maximum_age_days,1817,FIN-0001816,2025-05-06 05:39:38.136000,Record is stale or has no valid update timestamp.
